sample2	sample	distance	sample_name	platform	library	DNA_isolation_kit	rep	sample_name.2	platform.2	library.2	DNA_isolation_kit.2	rep.2
Illumina_V1_V2_MN2	Illumina_V1_V2_MN2	0	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_MN3	0.480248062559195	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_I2	0.517191528066622	I2	Illumina MiSeq	PerkinElmer V1-V3	I	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V3_V4_Z1	0.725635945145929	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_I3	0.682083777867645	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_Z2	0.689879428446831	Z2	Illumina MiSeq	Illumina WGS	Z	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_MN1	0.71553160026644	MN1	Illumina MiSeq	Illumina WGS	MN	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_MN4	0.699044997114879	MN4	Illumina MiSeq	Illumina WGS	MN	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_MN1	0.689863947914506	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	ONT_V1_V9_Z1	0.598961522621152	Z1	ONT MinIon	ONT V1-V9	Z	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_I1	0.678287211297448	I1	Illumina MiSeq	Illumina WGS	I	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_MN2	0.428600837790443	MN2	Illumina MiSeq	PerkinElmer V1-V3	MN	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_I2	0.652275343273554	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_MN4	0.568820357464627	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V2_MN4	0.117882279416617	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_I1	0.691317561961185	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_MN1	0.519388260639567	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V3_V4_I2	0.745372048652877	I2	Illumina MiSeq	Zymo V3-V4	I	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_Q2	0.863245087546954	Q2	Illumina MiSeq	Illumina WGS	Q	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_I4	0.676217474480162	I4	Illumina MiSeq	Illumina WGS	I	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_Q4	0.760825762037997	Q4	Illumina MiSeq	Illumina WGS	Q	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V2_Z3	0.318422093087617	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V2_Z2	0.329614171580532	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	ONT_V1_V9_I4	0.658074073687986	I4	ONT MinIon	ONT V1-V9	I	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V3_V4_I1	0.740953581201211	I1	Illumina MiSeq	Zymo V3-V4	I	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_Z4	0.683846318020336	Z4	Illumina MiSeq	Illumina WGS	Z	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	ONT_V1_V9_MN2	0.649412359518772	MN2	ONT MinIon	ONT V1-V9	MN	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_MN3	0.675394736363769	MN3	Illumina MiSeq	Illumina WGS	MN	3	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	ONT_V1_V9_Z3	0.599730520146357	Z3	ONT MinIon	ONT V1-V9	Z	3	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_I4	0.672140346443106	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_Z1	0.646890200063275	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	PacBio_V1_V9_MN2	0.624825008150543	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V3_V4_Z4	0.673885831189248	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	ONT_V1_V9_MN4	0.666263316240105	MN4	ONT MinIon	ONT V1-V9	MN	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_Z2	0.418939248317624	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_I4	0.567998983565302	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_WGS_MN2	0.668954051835241	MN2	Illumina MiSeq	Illumina WGS	MN	2	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN2	Illumina_V1_V3_I1	0.49685199324014	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	MN2	Illumina MiSeq	Zymo V1-V2	MN	2
Illumina_V1_V2_MN3	Illumina_V3_V4_MN3	0.745176559210896	MN3	Illumina MiSeq	Zymo V3-V4	MN	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Q4	0.794756878707702	Q4	Illumina MiSeq	Illumina WGS	Q	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Q1	0.833221698791485	Q1	Illumina MiSeq	Illumina WGS	Q	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_I3	0.763946670662085	I3	Illumina MiSeq	Zymo V3-V4	I	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_I2	0.102574207348054	I2	Illumina MiSeq	Zymo V1-V2	I	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_I2	0.694657652211874	I2	ONT MinIon	ONT V1-V9	I	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Q1	0.740034610739383	Q1	Illumina MiSeq	PerkinElmer V1-V3	Q	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Z3	0.666835379925678	Z3	Illumina MiSeq	Illumina WGS	Z	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_Z1	0.312198934905208	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Z4	0.685129267313521	Z4	Illumina MiSeq	Illumina WGS	Z	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_I1	0.682060929793383	I1	Illumina MiSeq	Illumina WGS	I	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_MN4	0.746418767189173	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_Z2	0.635187986507193	Z2	ONT MinIon	ONT V1-V9	Z	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Q2	0.8746623518966	Q2	Illumina MiSeq	Illumina WGS	Q	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_Z3	0.665766684904451	Z3	PacBio Sequel IIe	PacBio V1-V9	Z	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_I4	0.684312413176804	I4	Illumina MiSeq	Illumina WGS	I	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Z1	0.447482049131952	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_Z1	0.674269501177901	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Z4	0.742211305202767	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_Z4	0.68351807289207	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_MN2	0.62783891928494	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Z1	0.689925925467069	Z1	Illumina MiSeq	Illumina WGS	Z	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_MN3	0	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_Z2	0.715081376229411	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_I2	0.512498978022316	I2	Illumina MiSeq	PerkinElmer V1-V3	I	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Z2	0.690409104056549	Z2	Illumina MiSeq	Illumina WGS	Z	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_Z4	0.619186375752948	Z4	ONT MinIon	ONT V1-V9	Z	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_Q3	0.862725911149537	Q3	Illumina MiSeq	Illumina WGS	Q	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_MN3	0.669272033193658	MN3	ONT MinIon	ONT V1-V9	MN	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_MN4	0.676427147157642	MN4	ONT MinIon	ONT V1-V9	MN	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_MN2	0.751509031067538	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_I4	0.674933127221213	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Q3	0.795282211063149	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_I1	0.492589254385278	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_MN1	0.707170739462276	MN1	Illumina MiSeq	Illumina WGS	MN	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_MN4	0.692773044900828	MN4	Illumina MiSeq	Illumina WGS	MN	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_I3	0.0586280786093104	I3	Illumina MiSeq	Zymo V1-V2	I	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_I2	0.660783025480853	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_Z3	0.72080714776408	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_I2	0.74686747781123	I2	Illumina MiSeq	Zymo V3-V4	I	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_MN3	0.652567702768869	MN3	PacBio Sequel IIe	PacBio V1-V9	MN	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_I2	0.682124054372358	I2	Illumina MiSeq	Illumina WGS	I	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_Z4	0.5813169451243	Z4	PacBio Sequel IIe	PacBio V1-V9	Z	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_I1	0.0753138534060412	I1	Illumina MiSeq	Zymo V1-V2	I	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_Z2	0.364141793926425	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Z3	0.633486118460559	Z3	Illumina MiSeq	PerkinElmer V1-V3	Z	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_I4	0.666512624203765	I4	ONT MinIon	ONT V1-V9	I	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_MN1	0.710795181760935	MN1	ONT MinIon	ONT V1-V9	MN	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_MN2	0.672703095873629	MN2	Illumina MiSeq	Illumina WGS	MN	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_I3	0.705395797926398	I3	Illumina MiSeq	Illumina WGS	I	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_I4	0.0925697970517182	I4	Illumina MiSeq	Zymo V1-V2	I	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_I1	0.69304620802145	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_Z2	0.582706903202212	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_I4	0.562642093928788	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_Z1	0.635894066074644	Z1	ONT MinIon	ONT V1-V9	Z	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Q2	0.691345115981579	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_MN2	0.0730300665355055	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_MN1	0.0994287286754511	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_MN1	0.689031929082407	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_I1	0.739284375654756	I1	Illumina MiSeq	Zymo V3-V4	I	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_Z3	0.351747007146875	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_I3	0.53189850174728	I3	Illumina MiSeq	PerkinElmer V1-V3	I	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_MN2	0.429079438640841	MN2	Illumina MiSeq	PerkinElmer V1-V3	MN	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_MN4	0.568615331547477	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_I4	0.743565794905771	I4	Illumina MiSeq	Zymo V3-V4	I	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_Z3	0.633340110636529	Z3	ONT MinIon	ONT V1-V9	Z	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_MN2	0.664316556764224	MN2	ONT MinIon	ONT V1-V9	MN	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_Z4	0.317056787631138	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_Z1	0.736454583090759	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_Z2	0.44920547823192	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V3_V4_MN1	0.744712016781833	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_I3	0.672389329722155	I3	ONT MinIon	ONT V1-V9	I	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	ONT_V1_V9_I1	0.704431100055802	I1	ONT MinIon	ONT V1-V9	I	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V2_MN4	0.102139708820437	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_I3	0.679614772673939	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	PacBio_V1_V9_MN4	0.665560749831136	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_MN3	0.489575982864381	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_V1_V3_MN1	0.507494203140201	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN3	Illumina_WGS_MN3	0.679013422247469	MN3	Illumina MiSeq	Illumina WGS	MN	3	MN3	Illumina MiSeq	Zymo V1-V2	MN	3
Illumina_V1_V2_MN4	PacBio_V1_V9_Z1	0.710316394180877	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V3_Z1	0.442988177588706	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V3_I1	0.430583107019058	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V3_Z2	0.44522437193541	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V3_MN3	0.454767341504809	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V2_Z3	0.335224896145132	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	ONT_V1_V9_MN1	0.678318855428799	MN1	ONT MinIon	ONT V1-V9	MN	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	ONT_V1_V9_MN3	0.651282561226374	MN3	ONT MinIon	ONT V1-V9	MN	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	ONT_V1_V9_MN4	0.644169190511587	MN4	ONT MinIon	ONT V1-V9	MN	4	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_MN4	0.671813555358869	MN4	Illumina MiSeq	Illumina WGS	MN	4	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_Z1	0.677273587280384	Z1	Illumina MiSeq	Illumina WGS	Z	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_Q4	0.819119939816927	Q4	Illumina MiSeq	Illumina WGS	Q	4	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_Q1	0.853625809889938	Q1	Illumina MiSeq	Illumina WGS	Q	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	ONT_V1_V9_Z2	0.616351601129342	Z2	ONT MinIon	ONT V1-V9	Z	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	ONT_V1_V9_Z3	0.650724571112952	Z3	ONT MinIon	ONT V1-V9	Z	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_MN1	0.673265286358795	MN1	Illumina MiSeq	Illumina WGS	MN	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V2_Z1	0.319116853178976	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V3_V4_MN1	0.761265894764494	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_Z2	0.678723754252488	Z2	Illumina MiSeq	Illumina WGS	Z	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V3_MN2	0.394130807392726	MN2	Illumina MiSeq	PerkinElmer V1-V3	MN	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	PacBio_V1_V9_MN1	0.652907748921563	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V2_Z2	0.345000929514844	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_Z3	0.654859505007846	Z3	Illumina MiSeq	Illumina WGS	Z	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	PacBio_V1_V9_MN2	0.609656787545433	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V2_I3	0.0987487142612438	I3	Illumina MiSeq	Zymo V1-V2	I	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V3_V4_I2	0.768890862623232	I2	Illumina MiSeq	Zymo V3-V4	I	2	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	PacBio_V1_V9_MN4	0.629565767947829	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_WGS_I4	0.675075153317334	I4	Illumina MiSeq	Illumina WGS	I	4	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V1_V2_MN3	0.102139708820437	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
Illumina_V1_V2_MN4	Illumina_V3_V4_I4	0.764001800694592	I4	Illumina MiSeq	Zymo V3-V4	I	4	MN4	Illumina MiSeq	Zymo V1-V2	MN	4
